,en,bo,en_source,bo_source,index
6108,God was working in Peter as an apostle to the Jews. God was also working in me as an apostle to the Gentiles.,གང་ཡིན་ཟེར་ན། པེ་ཏྲོ་ཡ་ཧུ་དཱ་པ་རྣམས་ཀྱི་དཀྱིལ་ལ་སྐུ་ཚབ་ཀྱི་ལས་ཀ་བྱེད་རྒྱུ་མངགས་མཁན་དེ་ཉིད་ཀྱིས་ང་ཡང་ཡ་ཧུ་དཱ་པ་མིན་པ་རྣམས་ཀྱི་ཁྲོད་དུ་སྐུ་ཚབ་ཀྱི་ལས་ཀ་བྱེད་རྒྱུར་མངགས།,https://www.bible.com/bible/110/GAL.2.NIRV,https://www.bible.com/bible/2378/GAL.2.CTB,GAL 2:8
5077,We have been made right with God because of our faith. Now we have peace with him because of our Lord Jesus Christ.,དེའི་ཕྱིར་དཀོན་མཆོག་གི་སྤྱན་སྔར་དད་པའི་སྒོ་ནས་རྣམ་པར་དག་པར་བརྩིས་བར་གྱུར་བས། ངེད་རྣམས་ཀྱི་གཙོ་བོ་ཡེ་ཤུ་མཱ་ཤི་ཀ་བརྒྱུད་ནས་དཀོན་མཆོག་དང་བསྡུམས་པ་ཡིན།,https://www.bible.com/bible/110/ROM.5.NIRV,https://www.bible.com/bible/2378/ROM.5.CTB,ROM 5:1
5241,"How did God answer him? God said, “I have kept 7,000 people for myself. They have not bowed down to Baal.”",འོན་ཀྱང་དཀོན་མཆོག་གིས་དེའི་ལན་དུ་གང་གསུངས་ཞེ་ན། ངས་ངའི་དོན་དུ་ལྷ་སྦ་ཨལ་ལ་ཕྱག་མ་འཚལ་མཁན་བདུན་སྟོང་ཉར་ཡོད་ཅེས་གསུངས།,https://www.bible.com/bible/110/ROM.11.NIRV,https://www.bible.com/bible/2378/ROM.11.CTB,ROM 11:4
1976,And now you will have to be silent. You will not be able to speak until after John is born. That’s because you did not believe my words. They will come true at the time God has chosen.”,ལྟོས་ཤིག དོན་འདི་རྣམས་མ་འགྲུབ་པའི་བར་དུ་ཁྱོད་ཀྱིས་ཅི་ཡང་མི་སྨྲ་སྟེ་སྐད་ཆ་ཤོད་མི་ཐུབ་པ་གནས་པར་འགྱུར། གང་ལགས་ཤེ་ན། ཁྱོད་ཀྱིས་ངས་བཤད་པའི་བཀའ་ལ་ཡིད་མ་ཆེས་པས། དུས་ལ་འབབ་དུས་བཀའ་དེ་འགྲུབ་ངེས་ཡིན་”ཞེས་གསུངས།,https://www.bible.com/bible/110/LUK.1.NIRV,https://www.bible.com/bible/2378/LUK.1.CTB,LUK 1:20
68,"The Lord God said to Adam, “You listened to your wife’s suggestion. You ate fruit from the tree I warned you about. I said, ‘You must not eat its fruit.’ “So I am putting a curse on the ground because of what you did. All the days of your life you will have to work hard. It will be painful for you to get food from the ground.",ཡང་དཀོན་མཆོག་གིས་མི་དེ་ལ་“ཁྱོད་ཀྱིས་རང་གི་གཏན་གྲོགས་ཀྱི་ཁ་ལ་ཉན་ཏེ།  ངས་ཟ་མི་ཆོག་ཅེས་བཤད་པའི་ཤིང་འབྲས་ལས་ཁྱོད་ཀྱིས་བཟས་པས།  ངས་ཁྱོད་ཀྱི་འདེབས་ལས་དཀའ་ལས་སུ་འགྱུར་བར་བྱ།  ས་ཞིང་ལས་སྟོན་ཐོག་སྡུད་པའི་ཆེད་ནམ་འཚོ་བའི་བར་དུ་ཁྱོད་ཀྱིས་དཀའ་ལས་བརྒྱག་དགོས།,https://www.bible.com/bible/110/GEN.3.NIRV,https://www.gsungrab.org/online_tibetan_bible/bo-02-GEN-003.html,GEN 3:17
844,"Jesus replied, “Haven’t you read that in the beginning the Creator ‘made them male and female’?",ལན་དུ་ཁོང་གིས་“ཁོ་ཚོ་ཐོག་མར་མཛད་མཁན་གྱིས་མི་ཕོ་མོ་གཉིས་མཛད་པ་ཡིན་ཞིང༌།,https://www.bible.com/bible/110/MAT.19.NIRV,https://www.bible.com/bible/2378/MAT.19.CTB,MAT 19:4
519,“Brothers will hand over brothers to be killed. Fathers will hand over their children. Children will rise up against their parents and have them put to death.,གཅེན་གཅུང་གིས་གཅེན་གཅུང་དང༌། ཨ་ཕས་རང་གི་བུ་ཡང་གསོད་པའི་ཕྱིར་གཏད་པར་འགྱུར། ཕྲུ་གུ་རྣམས་ཀྱིས་ཀྱང་ཕ་མ་དགྲ་རུ་བཟུང་སྟེ་གསོད་དུ་འཇུག་པར་འགྱུར།,https://www.bible.com/bible/110/MAT.10.NIRV,https://www.bible.com/bible/2378/MAT.10.CTB,MAT 10:21
7613,Here’s how we know that we are joined to him and he to us. He has given us his Holy Spirit.,ཁོང་གིས་དམ་པའི་ཐུགས་ཉིད་ང་ཚོར་གནང་བའི་སྒོ་ནས་ང་ཚོ་ཁོང་གི་ནང་ན་གནས་ཤིང༌། ཁོང་ང་ཚོའི་ནང་ན་བཞུགས་པ་དེ་ཤེས།,https://www.bible.com/bible/110/1JN.4.NIRV,https://www.bible.com/bible/2378/1JN.4.CTB,1JN 4:13
8073,"The city does not need the sun or moon to shine on it. God’s glory is its light, and the Lamb is its lamp.",དཀོན་མཆོག་གི་གཟི་བརྗིད་གྲོང་ཁྱེར་དེའི་འོད་ཟེར་ཡིན་ཞིང་དེའི་མར་མེ་ལུ་གུ་ཡིན་པས། དེ་ལ་ཉི་མའམ་ཟླ་བའི་འོད་ཟེར་མི་དགོས།,https://www.bible.com/bible/110/REV.21.NIRV,https://www.bible.com/bible/2378/REV.21.CTB,REV 21:23
3188,"John was also baptizing. He was at Aenon near Salim, where there was plenty of water. People were coming and being baptized.",དེའི་ཚེ་ཁྲུས་གསོལ་མཁན་ཡོ་ཧ་ནན་ཡང་ས་ལིམ་དང་ཐག་ཉེ་བའི་གནས་ཨེ་ནོན་ཞེས་པ་ལ་ཆུ་མང་པོ་ཡོད་པས་ཁྲུས་གསོལ་གནང་བཞིན་ཡོད། མི་རྣམས་དེར་ཕྱིན་ཏེ་ཁྲུས་གསོལ་ཐོབ་བཞིན་པ་དང༌།,https://www.bible.com/bible/110/JHN.3.NIRV,https://www.bible.com/bible/2378/JHN.3.CTB,JHN 3:23
6536,You died. Now your life is hidden with Christ in God.,རྒྱུ་མཚན་ནི་ཁྱེད་ཚོ་ཤི་ཟིན་པས། ཁྱེད་ཀྱི་ཚེ་མཱ་ཤི་ཀ་དང་མཉམ་དུ་དཀོན་མཆོག་གི་ནང་ན་སྦས་ཡོད།,https://www.bible.com/bible/110/COL.3.NIRV,https://www.bible.com/bible/2378/COL.3.CTB,COL 3:3
5658,You know that at one time you were unbelievers. You were somehow drawn away to worship statues of gods that couldn’t even speak.,ཁྱེད་རྣམས་སྔར་ལྷ་རྣམས་ལ་དད་པའི་དུས་སུ་ཐབས་གང་གིས་བསླུ་བྲིད་བྱས་ནས་སྨྲ་མི་ཐུབ་པའི་སྐུ་འདྲ་རྣམས་ལ་མཆོད་པ་ཕུལ་བ་དེ་ཁྱེད་ཚོས་ཤེས།,https://www.bible.com/bible/110/1CO.12.NIRV,https://www.bible.com/bible/2378/1CO.12.CTB,1CO 12:2
3042,They were wondering about this. Suddenly two men in clothes as bright as lightning stood beside them.,དེ་བས་ཐེ་ཚོམ་བྱུང་སྐབས་མི་གཉིས་འོད་འཕྲོ་བའི་གོས་གྱོན་པ་གློ་བུར་དུ་ཁོ་ཚོའི་འགྲམ་ལ་མངོན་པར་གྱུར།,https://www.bible.com/bible/110/LUK.24.NIRV,https://www.bible.com/bible/2378/LUK.24.CTB,LUK 24:4
5690,"Suppose I give everything I have to poor people. And suppose I give myself over to a difficult life so I can brag. If I don’t have love, I get nothing at all.",གལ་ཏེ་དབུལ་པོ་རྣམས་ལ་ངའི་རྒྱུ་ནོར་ཐམས་ཅད་སྦྱིན་ཞིང༌། ངའི་ལུས་སྲོག་གསོན་སྲེག་བཏང་ནའང༌། བྱམས་སེམས་མེད་ན། ང་ལ་ཅིའང་མི་ཕན།,https://www.bible.com/bible/110/1CO.13.NIRV,https://www.bible.com/bible/2378/1CO.13.CTB,1CO 13:3
5490,"God will judge those outside. Scripture says, “Get rid of that evil person!”",དཀོན་མཆོག་གིས་ཆོས་ཚོགས་ཀྱི་ཕྱི་ལ་ཡོད་པ་རྣམས་ལ་ཁྲིམས་གཅོད་མཛད། ངན་པ་བྱེད་མཁན་ཁྱོད་ཚོའི་ནང་ནས་སྐྲོད་ཅིག །,https://www.bible.com/bible/110/1CO.5.NIRV,https://www.bible.com/bible/2378/1CO.5.CTB,1CO 5:13
6027,"When I brag about myself like this, I’m not talking the way the Lord would. I’m talking like a fool.",ངས་གང་ཟེར་བ་འདི་ནི་གཙོ་བོ་ནས་མ་ཡིན་ཏེ། ངས་ལྐུགས་པ་ནང་བཞིན་སྐད་ཆ་ཤོད།,https://www.bible.com/bible/110/2CO.11.NIRV,https://www.bible.com/bible/2378/2CO.11.CTB,2CO 11:17
2905,"Jesus told them a story. “Look at the fig tree and all the trees,” he said.",དེ་ནས་ཁོང་གིས་“བསེ་ཡབ་ལ་སོགས་པའི་ཤིང་ནས་དཔེ་ཞིག་ལོངས།,https://www.bible.com/bible/110/LUK.21.NIRV,https://www.bible.com/bible/2378/LUK.21.CTB,LUK 21:29
4898,The harbor wasn’t a good place for ships to stay during winter. So most of the people decided we should sail on. They hoped we would reach Phoenix. They wanted to spend the winter there. Phoenix was a harbor in Crete. It faced both southwest and northwest.,དགུན་ཁར་གྲུ་ཁ་དེ་སྡོད་པར་མི་བདེ་བས་མི་མང་ཆེ་བས་ཕར་འགྲོ་བར་ཐག་གཅོད་བྱས། ཁོ་ཚོས་ཕེ་ནི་ཀཱེ་ལ་སླེབས་ནས་དེ་ལ་དགུན་ཁ་སྡོད་པར་རེ་བ་བྱས། ས་ཆ་དེ་ནི་ཀེ་རེ་ཊེ་གླིང་ཕྲན་གྱི་མཚོ་ཁ་ཞིག་ཡིན་ཏེ་ལྷོ་ནུབ་དང་ནུབ་བྱང་ལ་ཁ་ཕྱོགས་ཡོད།,https://www.bible.com/bible/110/ACT.27.NIRV,https://www.bible.com/bible/2378/ACT.27.CTB,ACT 27:12
3988,Then they cast lots. Matthias was chosen. So he was added to the 11 apostles.,ཁོང་ཚོས་རྒྱན་བརྒྱབ་སྟེ་མ་ཐི་ཡཱ་ཡི་མིང་ཐོན་པས། ཁོང་སྐུ་ཚབ་བཅུ་གཅིག་པོའི་གྲལ་དུ་བརྩིས་སོ། །,https://www.bible.com/bible/110/ACT.1.NIRV,https://www.bible.com/bible/2378/ACT.1.CTB,ACT 1:26
3069,"Their eyes were opened, and they recognized him. But then he disappeared from their sight.",དེ་ནས་ཁོ་ཚོའི་མིག་ཕྱེ་ནས་ཁོང་སུ་ཡིན་པ་ཤེས་རྗེས་ཁོང་དེ་ཚོའི་མིག་ལམ་ནས་མི་སྣང་བར་གྱུར།,https://www.bible.com/bible/110/LUK.24.NIRV,https://www.bible.com/bible/2378/LUK.24.CTB,LUK 24:31
